layer_height,exposure_time,exposure_intensity,bottom_layers,bottom_exposure_intensity,lifting_speed,exposure_wait,liquid_speed,bottom_exposure_time,print_mode,needle_definition,layer_adhesion,needle_height,base_thickness,material_curing
3.197289712940850487e-02,1.529603325966645500e+00,5.056529089994860016e+01,8.000000000000000000e+00,7.552792117526455229e+01,1.577175069830476506e+00,1.707553657889059995e+00,2.493183209587448435e+00,1.362788373101526318e+01,2.000000000000000000e+00,3.926834615048855426e+01,4.494301590732467133e+01,7.064260554337040787e+01,6.596665842661228396e+01,4.951567829602463178e+01
7.104986657095657687e-02,5.630452909474447765e+00,9.601214719950510812e+01,6.000000000000000000e+00,8.241443141972079900e+01,2.531471606839640565e+00,1.907812907999476559e+00,1.517332173687772734e+00,2.703667012134658876e+01,0.000000000000000000e+00,6.424025429669866583e+01,3.352706263641358930e+01,5.700149595826145088e+01,8.532167737964816467e+01,8.099959715385671188e+01
3.200563683897997974e-02,3.010527304989654152e+00,5.081185918248854705e+01,8.000000000000000000e+00,8.443200802362146362e+01,1.112635401093905907e+00,1.390896471156555236e+00,9.588044187683195663e-01,1.518704730990598328e+01,2.000000000000000000e+00,4.429236325652635742e+01,6.316878388215682349e+01,7.467879944220531740e+01,7.017302592798243666e+01,5.134523395425828340e+01
4.662324913386339115e-02,9.103873818775639393e+00,7.835976037768618596e+01,4.000000000000000000e+00,7.512780026432770342e+01,1.901104822680159456e+00,8.634828680911807997e-01,2.001732653940946349e+00,1.388747690711406690e+01,2.000000000000000000e+00,6.962286649111901227e+01,4.314172928923926520e+01,5.462368717782819516e+01,6.461414230556970040e+01,7.834132286864625883e+01
8.894729269603794675e-02,9.459738968747000598e+00,6.805375501956338269e+01,6.000000000000000000e+00,9.131390731843526964e+01,2.433496322383363886e+00,3.414607635175023193e-01,1.939146524890120071e+00,2.768083495525946702e+01,1.000000000000000000e+00,6.449845996780250346e+01,2.673332771628977866e+01,4.822193691672722338e+01,9.664433728610705998e+01,6.911655944405478635e+01
9.195160180252469340e-02,8.694141405119019339e+00,8.800303663684977096e+01,7.000000000000000000e+00,6.624096478937084953e+01,5.265115713476138382e-01,9.634774794290023037e-01,2.600182150381215251e+00,1.900266270559403381e+01,0.000000000000000000e+00,7.066051104323958043e+01,3.494011124856971406e+01,4.773362100258503915e+01,6.650926274390745618e+01,7.560358827500800771e+01
7.553667098964279847e-02,4.558068472574449359e+00,9.980937114744349969e+01,8.000000000000000000e+00,8.871246894776147940e+01,1.509546068636677507e+00,1.048073033691581113e+00,2.139680776348131364e+00,2.605563647979230879e+01,2.000000000000000000e+00,5.538833083847173100e+01,3.600019562085866198e+01,5.221690635496740640e+01,8.697199054829889064e+01,6.927638956821560612e+01
8.832943384196235981e-02,9.275213682076090649e+00,9.737455944982195888e+01,7.000000000000000000e+00,6.342366058701407638e+01,2.345429263252181151e+00,5.002061368170226396e-01,6.378736417449264451e-01,1.366311843615389421e+01,1.000000000000000000e+00,7.121228641971100615e+01,4.352423493761472173e+01,5.418626722111518035e+01,5.668066611307057912e+01,8.004020165207872139e+01
9.691612255205862836e-02,5.351427653798143780e+00,5.485444053915762197e+01,6.000000000000000000e+00,6.603149497929723566e+01,2.255034682121396017e+00,2.433859921980558449e-01,1.089691651432948438e+00,2.704321405116085231e+01,2.000000000000000000e+00,4.198117091814908974e+01,3.395550337173955313e+01,4.366556917834952145e+01,7.548322706769333479e+01,5.269833094059632828e+01
3.047857657805203707e-02,5.091264625692014434e+00,8.741785858891469729e+01,5.000000000000000000e+00,6.220242087643965334e+01,2.820089902580796171e+00,3.984782511603052191e-01,1.283289534818706334e+00,2.141003880179079033e+01,1.000000000000000000e+00,6.495141531438579818e+01,4.822886824242497283e+01,6.814040552004809115e+01,6.839857329890844539e+01,6.135468477590924152e+01
7.040282085529231404e-02,3.856588245816353844e+00,7.841943350390819489e+01,7.000000000000000000e+00,6.958500902536556509e+01,1.322374893683667452e+00,1.537304122362380121e-01,2.580205772993834135e+00,2.009694336757062771e+01,0.000000000000000000e+00,5.192155959591183745e+01,3.451895439927772458e+01,6.128081526524683653e+01,6.619796330588999922e+01,5.422525360967096475e+01
8.906026521178883604e-02,2.189465436901016915e+00,5.551404502400325214e+01,3.000000000000000000e+00,7.522559676541932561e+01,1.103877627352596758e+00,5.442960908846219414e-01,2.655517883376926846e+00,2.336686619369054085e+01,1.000000000000000000e+00,3.391644327652811342e+01,3.325558621837998174e+01,3.241040654319654379e+01,7.768352811899437427e+01,4.583352368707899416e+01
5.407184652520183321e-02,9.487899305121212379e+00,6.591612658436561389e+01,8.000000000000000000e+00,8.539302737620411676e+01,8.501844796031530205e-01,1.883119053264340259e+00,8.486872917319325804e-01,1.108667733105847653e+01,0.000000000000000000e+00,7.364068176615549532e+01,5.851352178798356363e+01,7.154594205958593989e+01,6.461262693971880822e+01,7.559812901291172693e+01
9.240202634434019346e-02,1.128968650637395932e+00,7.197915378179972379e+01,6.000000000000000000e+00,8.714229657651145544e+01,1.433744089267595223e+00,1.649966358304522762e+00,2.311516120250865391e+00,2.905634562267018595e+01,1.000000000000000000e+00,3.445048608147278912e+01,3.183604153931990410e+01,4.848878012476227894e+01,8.869740484109591705e+01,5.433488573419912626e+01
9.986568674164206239e-02,7.703280544471981628e+00,6.583563310343673436e+01,7.000000000000000000e+00,8.455402430911458111e+01,2.528106619772638730e+00,7.249354646872899766e-01,1.686538561196597064e+00,1.268788952177008866e+01,0.000000000000000000e+00,5.748833685756387268e+01,2.465476643696479186e+01,5.088016459617116283e+01,6.888338939824704710e+01,6.632090743985065728e+01
5.075373146251260792e-02,8.863767087829195646e+00,9.796732545040273976e+01,7.000000000000000000e+00,9.941756156553329049e+01,1.660516681561684971e+00,1.435066508489088455e-01,6.327254823220452851e-01,2.882786762348500886e+01,1.000000000000000000e+00,7.800350689660746184e+01,6.151230017692421370e+01,7.088508952857033307e+01,9.700628105533554901e+01,7.572729859874033309e+01
7.894781622964373857e-02,3.629053545689527205e+00,5.585919408493278127e+01,8.000000000000000000e+00,7.626080451827638740e+01,1.894261197569764077e+00,1.866739088410833691e+00,2.763951814371705673e+00,2.611181154000591675e+01,0.000000000000000000e+00,4.322208605769768752e+01,2.485996956459531759e+01,6.615440247262256435e+01,7.733048602955120998e+01,5.986895752102259394e+01
2.296783613548339029e-02,2.190760019307187001e+00,8.903689603093089033e+01,7.000000000000000000e+00,8.712948698376087009e+01,9.496572775522655885e-01,1.316046121875501074e+00,1.572208439875919295e+00,1.825253755991667859e+01,0.000000000000000000e+00,5.742929797301885486e+01,5.874777941977619378e+01,8.145576169957101342e+01,7.590893737870942459e+01,6.487652720341981194e+01
1.347239725575849305e-02,3.754326622990474593e+00,9.410123601472425037e+01,3.000000000000000000e+00,7.032151058685258249e+01,2.526554861566667753e+00,1.881103997318690713e+00,2.000984166866405900e+00,1.232858091861175254e+01,1.000000000000000000e+00,6.500812506962016357e+01,4.663284056638005382e+01,6.419331664523353709e+01,6.048291652072042268e+01,7.601964053799976284e+01
3.300008392144173491e-02,3.637810593744894128e+00,7.637904546477028589e+01,5.000000000000000000e+00,6.613362369340561031e+01,2.199297656057368933e+00,6.057655223866396099e-01,1.883900883569318285e+00,1.148066467606261654e+01,0.000000000000000000e+00,5.868743874413133454e+01,4.133602391087412542e+01,6.762908583951481489e+01,5.854327742461138229e+01,5.735606488494023836e+01
5.807037672607340273e-02,7.824351329181781445e+00,8.019878233553433233e+01,6.000000000000000000e+00,9.339284576663891357e+01,1.231948207688771113e+00,3.849887415441803906e-01,2.604451101266907820e+00,1.845528159536610957e+01,2.000000000000000000e+00,6.509953292862630292e+01,3.997697235212818612e+01,6.140949761577127219e+01,7.571014506895249951e+01,6.809187067580384678e+01
4.134843071483314952e-02,1.911867074081293305e+00,7.272581441528585344e+01,6.000000000000000000e+00,8.086547620873102460e+01,1.771813071933319161e+00,1.296014864759076568e+00,7.263488395597692548e-01,1.172420143804552239e+01,2.000000000000000000e+00,4.499738168561124496e+01,5.845092747454968674e+01,6.462958753214434182e+01,6.371387057581938507e+01,5.563780297741464409e+01
6.785092740991434390e-02,6.178749122107927150e+00,7.287520042723627967e+01,5.000000000000000000e+00,7.756224966014431743e+01,2.620399968313079864e+00,2.062749030426883623e-01,2.911744686131481519e+00,1.333236432083529266e+01,0.000000000000000000e+00,5.952549336503680877e+01,2.051926173662717190e+01,5.563794345559205112e+01,6.532154956659852019e+01,5.488279640522533498e+01
1.897500593322428569e-02,1.956816607706467259e+00,9.695239118427838321e+01,4.000000000000000000e+00,7.236947282148831562e+01,2.412776352668918989e+00,2.279223728229035073e-01,2.842287864921249518e+00,2.438715105063546673e+01,1.000000000000000000e+00,5.819543052518924497e+01,3.920424420389595355e+01,7.032569683654587323e+01,7.771675079660862195e+01,5.418604505079785838e+01
8.148860687356826449e-02,4.843135668569027885e+00,6.662451692258538571e+01,5.000000000000000000e+00,8.836272086195330644e+01,8.913554348648357051e-01,1.271209958205755886e+00,2.015017608204562993e+00,2.022606517696905115e+01,0.000000000000000000e+00,5.113827340254746190e+01,4.008860472015270204e+01,4.939622134948850629e+01,7.504418365301060589e+01,6.478935072556018326e+01
2.416066696869145769e-02,3.860731462220309052e+00,8.015147277620651778e+01,7.000000000000000000e+00,6.497279502305229926e+01,1.848085264955306561e+00,2.606477016265975610e-01,6.118189543293415245e-01,1.413391652978337731e+01,1.000000000000000000e+00,5.909988431382809182e+01,6.555338055341758263e+01,8.152102385076098301e+01,6.128710724239289931e+01,5.780946753442568564e+01
4.654643960120120189e-02,7.143502536421722837e+00,5.453843751151059394e+01,7.000000000000000000e+00,8.210245191610388815e+01,1.013905643646279442e+00,1.689765705673440310e+00,2.253400055620693898e+00,1.814411507173122828e+01,2.000000000000000000e+00,5.772147587604587926e+01,4.829261697645854667e+01,6.364937886811966195e+01,7.539758450376162102e+01,7.033447424800714032e+01
2.734231269892904714e-02,2.792459159337809194e+00,9.728203285189159999e+01,3.000000000000000000e+00,6.852157576287285679e+01,1.632955797039923773e+00,2.073702767395304847e-01,1.789829130721398043e+00,2.295877587257802332e+01,2.000000000000000000e+00,5.584952496752998741e+01,5.347898245461297506e+01,5.476353297923758134e+01,7.460642276896278702e+01,5.029584482406862378e+01
4.543997964413538926e-02,4.920212760158356957e+00,8.253753304156180093e+01,3.000000000000000000e+00,7.871941383645486212e+01,8.379743563739081580e-01,1.626055400272699014e-01,1.715498838495424394e+00,2.646205419146393467e+01,1.000000000000000000e+00,5.829254587710866531e+01,5.928051507818685906e+01,5.389723039185540188e+01,8.190558308388020237e+01,5.768741249245499603e+01
2.714616756929058572e-02,6.486010773381556405e+00,6.063159116479003075e+01,7.000000000000000000e+00,8.789623433663669516e+01,1.572117798958374557e+00,2.385468831325018579e-01,5.741085876160876289e-01,1.624733238280152037e+01,2.000000000000000000e+00,6.107806117674490309e+01,6.681438992117261932e+01,6.902049785052342656e+01,7.190708097973676161e+01,5.617169587867585534e+01
7.533265896026408726e-02,8.727946195691668407e+00,7.516628810016581497e+01,5.000000000000000000e+00,8.167822584210993853e+01,1.109557085529386811e+00,2.766516311819819940e-01,1.247785605188711067e+00,2.550162701892540085e+01,1.000000000000000000e+00,6.625138338603640875e+01,5.219973369533254015e+01,5.392618346275726537e+01,8.473869444383379346e+01,6.648876323879188988e+01
6.271108906110416104e-02,4.786513092629457233e+00,6.904879733092084848e+01,5.000000000000000000e+00,9.079648682598630671e+01,2.411541294347884445e+00,3.594238095188454496e-01,5.590124777140179635e-01,2.777620967814148045e+01,1.000000000000000000e+00,5.335823184673784425e+01,4.955466736574921782e+01,5.779532962944618646e+01,9.029085286299083180e+01,5.550592801968511480e+01
2.099519294133911362e-02,8.995123082659237213e+00,8.103784313770746905e+01,4.000000000000000000e+00,7.036014218274685561e+01,6.184759049333248271e-01,1.576637681271670033e+00,1.904039141255677414e+00,1.351103970315869596e+01,2.000000000000000000e+00,7.458218251789269004e+01,6.241639795679542857e+01,5.924647380002843278e+01,6.026996963138593344e+01,8.510637017423228201e+01
2.403666116342006304e-02,7.241481376032962380e+00,8.938871906567314340e+01,7.000000000000000000e+00,7.310664657211160034e+01,2.831774619143603733e+00,5.473272434770931616e-01,8.027286093478021023e-01,1.862178591578968678e+01,0.000000000000000000e+00,7.967331420716219270e+01,4.851894123042611540e+01,8.025044250491690434e+01,6.889437036467924713e+01,7.073413916315513461e+01
4.160191209729406647e-02,4.366350535866522442e+00,6.513975115268260652e+01,6.000000000000000000e+00,6.472389727604868881e+01,8.820303102132496242e-01,1.582689919573005088e+00,1.549440011268203632e+00,1.255354801141701948e+01,2.000000000000000000e+00,5.174042954956699703e+01,5.838596531417348956e+01,6.701172193070111405e+01,5.679242990482880060e+01,6.428135749103753938e+01
3.711177172444150851e-02,1.544046894463863673e+00,5.111388815461895518e+01,5.000000000000000000e+00,9.303502605777106282e+01,1.252241205946493796e+00,1.301577460993736501e+00,2.142992294936495679e+00,1.147011788471886184e+01,1.000000000000000000e+00,4.132555581911589115e+01,5.080309520195251594e+01,6.344025536418100586e+01,7.329396560052019538e+01,4.848855557660416338e+01
4.207461937095344912e-02,6.763199019333275608e+00,8.256505234995971421e+01,7.000000000000000000e+00,8.238578158527455741e+01,1.556944163633967371e+00,1.422528653825866130e+00,2.343882907138780780e+00,1.949722867291551154e+01,0.000000000000000000e+00,7.105198437154662372e+01,4.128363257127510622e+01,7.466254652702191663e+01,7.492363855704209641e+01,8.058515969904907195e+01
3.330151200712058723e-02,6.260593207613979416e+00,9.955312313214254516e+01,6.000000000000000000e+00,6.159298543133428439e+01,5.264748500940745757e-01,4.449483202790075476e-01,1.475987827327524871e+00,2.812319643568691774e+01,0.000000000000000000e+00,7.683916377065393988e+01,6.297163961090077322e+01,7.479972589530193261e+01,7.634936741970201979e+01,6.765917811157321182e+01
9.666115260596742920e-02,5.581582248727071871e+00,9.527144455805927237e+01,6.000000000000000000e+00,6.584564593490385676e+01,2.996208973257939334e+00,1.930847741189081423e+00,1.802988871041835806e+00,2.342344745284734486e+01,0.000000000000000000e+00,5.974623973831363344e+01,1.923985963110146713e+01,5.198601811769473358e+01,7.497974491055660451e+01,8.156059309830735060e+01
1.515577075437636242e-02,1.648101188564879749e+00,9.102434130896358511e+01,3.000000000000000000e+00,8.995182597521538526e+01,2.675482996230507116e+00,5.954850010968207874e-01,1.163890585280208168e+00,1.261448200888867532e+01,2.000000000000000000e+00,5.288100717848237053e+01,5.192708908461045070e+01,6.234986209521078848e+01,6.913754436683439053e+01,5.512143755971579395e+01
6.259393704264708258e-02,5.576018911066362271e+00,7.841985662727296358e+01,5.000000000000000000e+00,8.530704942099724519e+01,1.532106728991791789e+00,1.990716970972588484e+00,1.207926684823802610e+00,1.652344397254584507e+01,2.000000000000000000e+00,5.530632546461714583e+01,5.052513613459385766e+01,5.066387118629240405e+01,7.397435335427468317e+01,7.538689534601110154e+01
2.543920210257677103e-02,5.056333012286300388e+00,6.722838608681212236e+01,7.000000000000000000e+00,6.585700643483009742e+01,2.362791086970928767e+00,6.470569120036270272e-01,2.759606462935964899e+00,2.440808868121601449e+01,1.000000000000000000e+00,5.969387933797531787e+01,3.724529399609981795e+01,7.108749717395050993e+01,7.654691141456477510e+01,5.975067438210827930e+01
1.801017053888421399e-02,5.358651697431824346e+00,5.544009990699424861e+01,5.000000000000000000e+00,8.600670842141840922e+01,1.931009004761803372e+00,1.216085895618967960e+00,2.111633571382032226e+00,1.446279468855722428e+01,1.000000000000000000e+00,5.815125807397674151e+01,5.323944588751733420e+01,7.348996040114360540e+01,7.009938806977436343e+01,6.040252218497317216e+01
2.640637050021960031e-02,4.534979988110537263e+00,9.190566490950317302e+01,6.000000000000000000e+00,6.557460327596768934e+01,2.585068123287001196e+00,1.377868482306382258e+00,1.559139418250619080e+00,1.947171157987229506e+01,0.000000000000000000e+00,6.804492896837977867e+01,4.251428542299203173e+01,7.991761797155912461e+01,6.669922937695538678e+01,7.149682280982149507e+01
4.066531123465984277e-02,1.455237037393596555e+00,7.901545731470432088e+01,5.000000000000000000e+00,9.723824549177497545e+01,1.138284371336337086e+00,1.944436797394764938e+00,1.138692545899627095e+00,2.642728960472106792e+01,1.000000000000000000e+00,4.785076908431343412e+01,6.224440553555311340e+01,5.902926169013193913e+01,9.324823943141842619e+01,6.288612316127542101e+01
1.831582713151618663e-02,1.328223822208516758e+00,5.844485445142938573e+01,5.000000000000000000e+00,9.774710447761323451e+01,1.100343585709358418e+00,1.480813534767222883e+00,6.952773073445723817e-01,1.153252399330890121e+01,1.000000000000000000e+00,4.451708109727314877e+01,7.543458823226224297e+01,6.883317537858626167e+01,7.150115997662864231e+01,5.247011483010059862e+01
7.938254618910745020e-02,9.055148386244125547e+00,8.758077682738513658e+01,4.000000000000000000e+00,7.624740964414745292e+01,2.790521548047189881e+00,8.839653621766039304e-01,2.216276647402001920e+00,2.350053942683457464e+01,2.000000000000000000e+00,6.637156425426600492e+01,2.549669186996169756e+01,4.227246434202852043e+01,7.640790621743659017e+01,7.542727446802420843e+01
1.172983886389806184e-02,3.249020974877747214e+00,6.243804693667587458e+01,5.000000000000000000e+00,6.347660475759865051e+01,8.085699796211160972e-01,5.026393580076509160e-01,1.302396989706804398e+00,1.701933075714780585e+01,1.000000000000000000e+00,5.434594558451053103e+01,7.468866268827385113e+01,7.591856872770367204e+01,6.533805254906893367e+01,5.280417776124830453e+01
5.189856445610603608e-02,9.286954921257772000e+00,8.190788604831332975e+01,7.000000000000000000e+00,6.522090013766568006e+01,2.208192873628246122e+00,1.160430784251451630e+00,1.080927141716382600e+00,1.743660647835515576e+01,0.000000000000000000e+00,7.977512578890230088e+01,4.429718792896753854e+01,6.604197778240894934e+01,6.478790855965787898e+01,7.976199630759043657e+01
1.343480550421457392e-02,4.443902261479939497e+00,7.691752496894469004e+01,5.000000000000000000e+00,9.698391439376206336e+01,1.291044412010431852e+00,1.733923789170414842e-01,6.539906103384001135e-01,2.823505099002509056e+01,2.000000000000000000e+00,5.821373841453817732e+01,7.203776319155268482e+01,7.538635227673221095e+01,9.499974351094608949e+01,5.743648490949176022e+01
2.130272826232364886e-02,2.636904646250616491e+00,8.727840268298969306e+01,3.000000000000000000e+00,9.961542964680977263e+01,2.279403847085208046e+00,5.637194344692790793e-01,1.106836827438322013e+00,1.997980693995151213e+01,0.000000000000000000e+00,5.999798498771667710e+01,5.140196814513643631e+01,6.864820820710160376e+01,8.070742568136802220e+01,5.573739950749543226e+01
8.642539369823734607e-02,7.793938422073869887e+00,6.496829629179535459e+01,3.000000000000000000e+00,9.376347888224390204e+01,1.221620259334986081e+00,2.413297001312083578e-01,2.628804713101232426e+00,2.364650264682462932e+01,2.000000000000000000e+00,5.602886746928025019e+01,3.251495002481550500e+01,3.736428026215424580e+01,8.390690728647098240e+01,6.388952941669734287e+01
4.571801610310567698e-02,4.156141985608297063e+00,5.756706084490477338e+01,7.000000000000000000e+00,9.890142107661893078e+01,2.384179050234954467e+00,1.096277985382960729e+00,1.305014322625199785e+00,1.205015847155970832e+01,0.000000000000000000e+00,5.433474222094075401e+01,4.361471106301176093e+01,8.125640295715565742e+01,7.153989226830159964e+01,5.719457387557869055e+01
4.495436926822238277e-02,1.212710577285115221e+00,5.906913901289522073e+01,3.000000000000000000e+00,7.228499142108218223e+01,9.043244109711121581e-01,1.805056942453080238e+00,2.789982846321182208e+00,1.070991530592490193e+01,1.000000000000000000e+00,4.000267517740187628e+01,4.616630516539604656e+01,5.312037367280935030e+01,6.157102605366986126e+01,5.848431721425868801e+01
7.674044531501354738e-02,8.772653744817105803e+00,6.576798106105808017e+01,7.000000000000000000e+00,7.282860584528216918e+01,5.373240470157996107e-01,1.360685033751053652e+00,2.956259989293830603e+00,1.872529108011942611e+01,2.000000000000000000e+00,5.861890751829796642e+01,3.765775212730895305e+01,5.045451061913036028e+01,6.712479278707968433e+01,7.860892518823256125e+01
4.134977219473713606e-02,2.174739082414736124e+00,9.816228175471519535e+01,3.000000000000000000e+00,9.939905405383632342e+01,2.121924253964995621e+00,6.844120171063338143e-01,2.003635668022567096e+00,1.015159948372846443e+01,0.000000000000000000e+00,5.618003119469938866e+01,3.849875766209286354e+01,6.038541031534521153e+01,6.860926597888241929e+01,5.858619613962581241e+01
9.263312044937768719e-02,6.123964463029662575e+00,5.981487489291238546e+01,4.000000000000000000e+00,7.091141242152585278e+01,1.026910978624910431e+00,4.733659185798242408e-01,2.513621248365577987e+00,2.117017132353012698e+01,1.000000000000000000e+00,4.974845112772086253e+01,3.413386545097861813e+01,3.720292758963445579e+01,7.237422899613656568e+01,5.786310027257039934e+01
1.641056802254908450e-02,2.379762530430574508e+00,6.443752050235271156e+01,8.000000000000000000e+00,6.716150469670778023e+01,6.614430102722691496e-01,1.415145183067265444e+00,1.987246867675730888e+00,1.367736810239443379e+01,1.000000000000000000e+00,4.968236829333827131e+01,6.463755624186265436e+01,8.421108580318060888e+01,6.416238016638877184e+01,5.641835580905670611e+01
8.983105097308370646e-02,3.391227470439261982e+00,6.663077182229166340e+01,6.000000000000000000e+00,9.396901867913575757e+01,2.314185021974093370e+00,1.855275663224302818e+00,2.366787337113268386e+00,1.775514618946717960e+01,0.000000000000000000e+00,4.373556611720520948e+01,2.273523983333713261e+01,4.826424282891022699e+01,7.675936635785582496e+01,6.612327152952065035e+01
9.140550415786535821e-02,3.985110192277801389e+00,6.503908375959882449e+01,5.000000000000000000e+00,8.095356957759842942e+01,2.382777817337204951e+00,1.157042285380412983e+00,1.890026211521039112e+00,2.431043332692271974e+01,1.000000000000000000e+00,4.162317306533642380e+01,2.831720249284560609e+01,4.494775767517235465e+01,7.980891371043489357e+01,6.019514338229018335e+01
1.160203597364542656e-02,7.473223760365626411e+00,8.578505439364177221e+01,4.000000000000000000e+00,8.684416921466905137e+01,2.838788429809399272e+00,3.322329324325915545e-01,6.443640594991252302e-01,2.692115008764707795e+01,0.000000000000000000e+00,8.041676755728947512e+01,5.363616741450059067e+01,7.466036291414164339e+01,8.299303861726995990e+01,6.440945639004971213e+01
9.841859351266221689e-02,8.990168147653879060e+00,9.274993087111849377e+01,8.000000000000000000e+00,6.181443662926494653e+01,2.318132168709788665e+00,1.362390358683519820e-01,1.581471471632001746e+00,1.033815573431560608e+01,0.000000000000000000e+00,7.154935532593204073e+01,2.609523002762501775e+01,5.178984743394968859e+01,5.619673148296929810e+01,7.176602237106105520e+01
9.884343589235729255e-02,5.070949722940653714e+00,5.203620188972693228e+01,7.000000000000000000e+00,7.819576162615774706e+01,9.709869563012822891e-01,6.005532858389768247e-01,1.256326174542601315e+00,1.977831066228406343e+01,0.000000000000000000e+00,4.400707400801495339e+01,4.171605401827024906e+01,5.348474180796989685e+01,7.899364841463126652e+01,5.210046137613159090e+01
8.808560558284958542e-02,3.415426731927484028e+00,9.863728635179845128e+01,4.000000000000000000e+00,7.439713321656873291e+01,2.592925760551355818e+00,1.520357092550522760e+00,1.574967674327445888e+00,2.180574065090854319e+01,2.000000000000000000e+00,4.976333800376948346e+01,2.773740111096868688e+01,4.069099226626800458e+01,7.647976113057902126e+01,7.375386912636787429e+01
6.783894958014778653e-02,9.753521266683323532e+00,5.223192054011033747e+01,3.000000000000000000e+00,8.106001632244669963e+01,1.835843182664534501e+00,1.497927553316901639e+00,8.174643372093810534e-01,1.010699666534244656e+01,1.000000000000000000e+00,6.506069625826718550e+01,5.080702882107688367e+01,4.767327053920683255e+01,6.616597639723707402e+01,7.372015120984244163e+01
1.158343621448305362e-02,7.181719073883554572e+00,6.222901906242944392e+01,4.000000000000000000e+00,9.662745806593711961e+01,5.735569055634222035e-01,9.766061957565852492e-01,6.835038240217490291e-01,1.854538706655507951e+01,0.000000000000000000e+00,7.261131073216593279e+01,7.393399213025156769e+01,7.376014115325671128e+01,7.799792872019958168e+01,6.658706905211317917e+01
9.149680576969894397e-02,5.049321239443674614e+00,9.921051924035597835e+01,4.000000000000000000e+00,9.276354648626679023e+01,2.285528975817950226e+00,7.811159873645996399e-01,2.165413609493908709e+00,1.549892091715230968e+01,1.000000000000000000e+00,5.651979765560725610e+01,2.574605688946078175e+01,3.879136696046754196e+01,7.135863513639576183e+01,6.920183147299898963e+01
6.064083273240885447e-02,8.193974582525120454e+00,8.634902228361222853e+01,5.000000000000000000e+00,6.049807978638980188e+01,1.466204327622766979e+00,6.152413918101754531e-01,9.900037397616213708e-01,1.934378716724138769e+01,0.000000000000000000e+00,7.594829190874895630e+01,4.978502063144053125e+01,5.925350694254303363e+01,6.838319679422417607e+01,7.180833501207820291e+01
9.603933429815753042e-02,5.801437330092605649e+00,8.626276376140208413e+01,6.000000000000000000e+00,9.038204568027040864e+01,2.700779019887723731e+00,1.425728463274479108e+00,6.580903068706707160e-01,1.780306732611297704e+01,1.000000000000000000e+00,5.450231906811130500e+01,3.555571879861960838e+01,4.271535386929435418e+01,7.703031723272644626e+01,7.326386419171694797e+01
8.677381260901156912e-02,1.140593343952087002e+00,6.044414816706822080e+01,4.000000000000000000e+00,7.314865998447230311e+01,1.715140230271880561e+00,4.319336629388155213e-01,1.864120939178042224e+00,1.571271645216995339e+01,1.000000000000000000e+00,3.198256440122921163e+01,3.616815389840740380e+01,3.885023706885429817e+01,6.707503155548168650e+01,4.592890520716387215e+01
8.572571994531642814e-02,8.080232755684157553e+00,8.843521496143119975e+01,6.000000000000000000e+00,9.272736309525460285e+01,5.251640251659562830e-01,1.052228851849143831e+00,1.026174972943215913e+00,2.147370220195858082e+01,0.000000000000000000e+00,6.967252390123390171e+01,5.099108370355914133e+01,5.330214210835564614e+01,8.326980569313448655e+01,7.692639341448922607e+01
2.631818802089581216e-02,7.112224679761010471e+00,9.284320118424409429e+01,3.000000000000000000e+00,6.959392226720925123e+01,1.163294671007910397e+00,1.106689509181493225e-01,5.368804060539679179e-01,1.615336474582943893e+01,0.000000000000000000e+00,8.022809581356129627e+01,6.675145740084994372e+01,6.381462785131556359e+01,6.614519907025011491e+01,6.892486284546028230e+01
1.738555032390205063e-02,9.399771526853939463e+00,5.660466620450844033e+01,6.000000000000000000e+00,6.701096122564830182e+01,1.166199651109117053e+00,1.526322685770722165e+00,2.258066532117989134e+00,2.075481002250288753e+01,2.000000000000000000e+00,6.994608877445185158e+01,5.505994373736957215e+01,7.175871067292061412e+01,7.188790256095039410e+01,7.732832383641994056e+01
3.796546722999302736e-02,2.171389490278179402e+00,8.493027448460799178e+01,6.000000000000000000e+00,7.946714511005282588e+01,2.747350757629035023e+00,9.180738006368085458e-01,2.334600824566451571e+00,2.596369594301891581e+01,2.000000000000000000e+00,4.834034122311030757e+01,3.448580773495936569e+01,6.217207708298590774e+01,8.284760760290019732e+01,5.756887393778247031e+01
6.712362264281941659e-02,7.060360411074913856e+00,6.261237315682646454e+01,3.000000000000000000e+00,7.713918632493066241e+01,1.565729236449858508e+00,8.505005626051573842e-01,2.676218600137280301e+00,2.850397738273185766e+01,0.000000000000000000e+00,6.259862220325662463e+01,3.371169292703410747e+01,4.617351876820141143e+01,8.274119370162382836e+01,6.209259332324295144e+01
5.107759984364457218e-02,8.648783887179211760e+00,9.806670978365400515e+01,7.000000000000000000e+00,7.053021056075999695e+01,1.884250272414463190e+00,3.986448793416403902e-01,2.816729144383875116e+00,2.969953667512164586e+01,1.000000000000000000e+00,7.803390012243329465e+01,3.442748994978691712e+01,6.892073249572909788e+01,8.756851922347999562e+01,7.758375598897903558e+01
8.366533635917899892e-02,3.091335851927603962e+00,9.216307159348968980e+01,4.000000000000000000e+00,9.064827163054634696e+01,2.581884376226939892e+00,1.614641415400435431e-01,1.854667983607317883e+00,1.971975281432597882e+01,1.000000000000000000e+00,4.868448731466438772e+01,3.111992426325355154e+01,4.635602735628430082e+01,7.677185402163789263e+01,5.738555473391215855e+01
